N,ns/op
3100.0,1.038828
3000.0,1.016243
4800.0,0.971726
3600.0,0.937327
1400.0,1.051945
4900.0,0.883651
4200.0,1.023958
2000.0,0.97389
4900.0,0.931255
3400.0,0.934423
300.0,1.077454
200.0,1.019668
3600.0,0.85695
1800.0,1.012457
2800.0,1.050556
3400.0,1.047819
200.0,1.068396
3400.0,0.873516
4000.0,0.918032
4500.0,0.920349
3900.0,0.96152
1800.0,0.873608
1600.0,0.94236
2200.0,0.960761
4900.0,1.019072
700.0,1.073537
2000.0,1.04974
3000.0,0.858451
4400.0,0.966364
100.0,1.072872
3600.0,0.948598
2800.0,0.929303
1900.0,0.913661
4900.0,0.926498
800.0,1.045233
1500.0,1.058221
2700.0,0.99792
600.0,1.08314
4300.0,0.978891
1300.0,0.975708
1600.0,1.041506
400.0,0.949483
4600.0,0.98096
1300.0,0.987861
1400.0,1.06419
100.0,1.090046
3600.0,1.022542
1400.0,1.041834
3000.0,0.867348
3000.0,0.950867
4300.0,0.869132
3000.0,0.891914
2700.0,0.941083
2900.0,1.040036
3400.0,1.000393
100.0,1.286269
3900.0,0.987693
3200.0,0.913919
300.0,1.060327
1300.0,1.059061
800.0,1.055142
1600.0,1.084524
2100.0,1.045654
1400.0,1.029931
4400.0,0.942713
1000.0,1.04738
1100.0,0.876715
2500.0,0.891337
900.0,0.99324
4800.0,0.877665
4500.0,1.009242
4300.0,0.866774
4200.0,0.967189
4200.0,0.900149
4700.0,1.021624
2600.0,1.004065
1500.0,0.887181
1600.0,0.888066
4500.0,0.876842
4400.0,0.86839
3100.0,0.923928
2600.0,0.893422
700.0,0.931385
2100.0,0.889885
2800.0,0.995208
3100.0,0.993723
800.0,1.088329
1000.0,1.047332
4000.0,0.943009
1400.0,1.052088
2100.0,0.971073
4600.0,0.963759
3100.0,0.947541
2300.0,1.036842
3800.0,1.050976
4200.0,0.938953
4000.0,0.978264
3200.0,1.005947
500.0,1.094793
2200.0,1.015242
4700.0,0.993596
3300.0,0.976704
2800.0,1.012467
1700.0,1.061349
2000.0,1.055767
3300.0,1.037413
1800.0,1.042248
3800.0,0.971668
4500.0,0.872213
100.0,1.073678
4000.0,0.866904
2100.0,1.004206
2000.0,1.043553
1700.0,0.920911
3300.0,0.889867
3100.0,0.942507
100.0,1.331651
700.0,0.855428
900.0,0.894817
500.0,0.876485
3800.0,0.857249
4100.0,0.897321
2400.0,0.887191
1100.0,0.968311
1200.0,0.854792
300.0,0.866102
1300.0,0.876952
700.0,1.007924
4300.0,0.982341
4500.0,0.958276
2500.0,1.040244
3600.0,0.866502
2000.0,1.030231
4300.0,1.023077
2200.0,1.041962
2100.0,1.064066
2600.0,0.955524
3200.0,0.871163
1700.0,1.047585
4100.0,0.9952
1000.0,1.017584
1300.0,1.076887
3900.0,0.924225
4600.0,0.910685
1300.0,1.010799
2100.0,0.916409
500.0,0.901515
3100.0,0.97387
100.0,1.101763
3500.0,0.969855
2000.0,1.02756
4200.0,0.962696
2000.0,1.050785
3900.0,0.97753
1700.0,1.055845
2100.0,0.984955
2600.0,1.035287
1800.0,1.022739
800.0,1.009356
700.0,1.10784
2100.0,1.061978
2300.0,0.880862
4700.0,0.959501
300.0,1.05426
2000.0,1.049099
1800.0,1.004055
4800.0,0.993629
4000.0,0.94305
2300.0,1.083373
1300.0,1.089945
1700.0,0.972029
2200.0,0.904829
200.0,0.905374
200.0,0.869193
3000.0,0.916375
3000.0,0.956731
3700.0,0.941301
300.0,1.158607
1600.0,1.039284
4000.0,0.952474
2700.0,1.038549
4300.0,1.04589
3500.0,0.88268
1000.0,0.952917
1800.0,0.886014
300.0,1.023441
1100.0,1.004266
2300.0,1.045429
4100.0,0.863647
4200.0,1.014347
2500.0,0.996281
2200.0,1.048739
2900.0,0.974948
3600.0,1.042216
2700.0,0.89702
4200.0,0.908563
1500.0,0.940765
1900.0,0.872578
1700.0,1.034113
3200.0,0.971458
800.0,1.067929
2200.0,1.014179
4400.0,0.861054
3700.0,1.010979
1600.0,1.074303
4500.0,0.89145
4700.0,0.868333
2900.0,0.936022
3800.0,1.027982
4400.0,1.030699
1000.0,0.951473
1900.0,0.902919
4100.0,0.887153
3500.0,0.888515
4000.0,0.995217
4300.0,1.013854
3700.0,1.031137
1500.0,1.079201
900.0,1.049066
4900.0,0.877361
3900.0,0.885866
2700.0,0.872831
3400.0,0.870116
3700.0,0.940933
600.0,0.955752
4800.0,0.907611
4200.0,0.872503
1500.0,0.878795
1700.0,0.891762
4800.0,0.899449
3900.0,0.898609
4900.0,0.95296
3700.0,0.971363
3500.0,1.009924
4100.0,0.995249
3400.0,0.967414
1700.0,1.045713
4300.0,0.998483
2400.0,1.046328
3600.0,0.908039
3900.0,0.881257
900.0,0.978675
3100.0,0.892038
3600.0,0.931481
200.0,0.892457
400.0,0.95653
100.0,1.042741
4100.0,0.857728
1900.0,1.054916
3700.0,0.952765
1800.0,0.964795
3900.0,0.868646
3700.0,0.890576
3800.0,0.906788
4700.0,0.876128
4800.0,0.943575
500.0,0.985528
600.0,0.953024
4400.0,0.901314
600.0,0.950073
400.0,1.049681
4000.0,0.867803
1100.0,1.02804
2800.0,1.036842
1200.0,1.02585
400.0,0.931314
3200.0,1.044518
900.0,1.020378
2700.0,1.027744
2200.0,1.085949
2500.0,0.968978
3200.0,1.057652
4300.0,0.886299
3500.0,0.871087
4400.0,0.895923
1100.0,1.047281
1000.0,1.054405
1900.0,0.878187
2700.0,0.898863
800.0,1.021757
800.0,1.206722
2000.0,1.006022
800.0,1.057832
800.0,1.070385
700.0,1.08961
1800.0,1.023199
3800.0,0.994954
1200.0,0.928931
4000.0,0.868167
1600.0,1.024787
300.0,0.870904
3300.0,0.914223
4000.0,0.878029
1500.0,1.034067
4300.0,0.892628
4000.0,0.963459
1500.0,1.054206
2700.0,0.925642
1200.0,1.046663
1400.0,1.039782
2300.0,1.038499
3000.0,0.905396
4900.0,0.90152
4800.0,0.936081
3200.0,0.943098
300.0,1.059994
3100.0,0.995858
1300.0,1.083097
4500.0,0.94533
4300.0,0.885788
3500.0,0.907522
2500.0,1.045148
4700.0,1.022432
3000.0,1.011077
2000.0,0.961361
3800.0,0.884039
3900.0,0.890472
3100.0,0.948194
1200.0,1.027596
3200.0,1.055347
2100.0,1.036639
4900.0,0.857251
3500.0,0.86459
1900.0,1.055353
1000.0,0.910625
4900.0,0.895756
2700.0,0.909702
1900.0,1.051661
1200.0,1.101091
4300.0,1.007468
500.0,1.049516
1700.0,1.043604
4000.0,0.962451
2700.0,0.985587
4600.0,0.98812
1000.0,1.05818
3900.0,0.957299
200.0,1.059709
4500.0,1.007699
3900.0,0.99537
1200.0,0.991032
800.0,0.939092
2700.0,1.037726
900.0,0.944843
3400.0,0.869826
4800.0,0.908814
3800.0,1.00588
2200.0,1.049495
3200.0,0.916974
2500.0,0.870182
3600.0,0.934659
1500.0,0.876563
2500.0,0.914929
4300.0,0.920833
500.0,0.889933
400.0,1.008854
2500.0,0.87614
1800.0,0.878163
3200.0,0.981167
1900.0,1.050783
1200.0,1.054484
3300.0,0.891203
3500.0,0.892763
900.0,1.00657
1600.0,0.959746
2400.0,0.882306
1800.0,0.980132
2300.0,0.927638
3800.0,0.959897
200.0,1.056695
3000.0,1.008991
2100.0,1.07827
2000.0,0.970458
1800.0,1.076977
4600.0,0.874827
4200.0,0.861669
1400.0,0.968475
4000.0,0.871116
4500.0,0.881358
3900.0,0.954983
600.0,1.045822
1500.0,1.036969
3300.0,0.904954
200.0,0.879018
2100.0,0.900721
2800.0,1.022477
300.0,1.012524
100.0,0.872309
4300.0,0.893457
1500.0,0.932292
3700.0,0.868728
2700.0,0.947677
2800.0,0.919081
3800.0,0.958012
4100.0,0.963435
1500.0,1.048632
2400.0,1.046015
2600.0,1.035668
2500.0,0.938963
3400.0,0.898661
2000.0,1.013235
2300.0,1.038779
700.0,1.063671
3000.0,1.031044
2900.0,1.018414
400.0,0.85475
1300.0,1.055536
100.0,1.084094
1600.0,1.053028
1800.0,1.027229
2700.0,1.011372
3700.0,0.884377
1500.0,1.01818
1000.0,1.019053
4400.0,0.896747
2700.0,0.906322
1200.0,0.888626
1300.0,0.92528
4300.0,1.013598
1700.0,1.057111
4900.0,0.87075
900.0,0.921516
2000.0,0.888934
1200.0,0.98022
3200.0,0.87381
300.0,0.873352
300.0,1.049261
3500.0,0.873728
3700.0,0.860588
2100.0,1.035439
400.0,1.047903
700.0,1.056131
100.0,0.872681
3300.0,1.018038
3100.0,1.005286
1900.0,1.028864
2000.0,1.054009
2300.0,0.94215
3600.0,1.012765
4000.0,0.968312
2800.0,1.011647
3200.0,0.978942
3000.0,0.997261
3400.0,0.932527
2300.0,0.924305
2300.0,0.886389
700.0,0.979088
4700.0,0.867884
600.0,0.931731
3400.0,0.875416
3400.0,0.930591
3500.0,0.874197
800.0,1.071947
1700.0,0.989678
900.0,1.055478
3200.0,0.949543
1300.0,1.041119
3400.0,1.029242
3700.0,0.985635
1100.0,0.972601
2300.0,1.036344
500.0,1.043009
900.0,1.079437
4200.0,0.988358
200.0,1.125105
3000.0,1.009279
2500.0,1.029611
3800.0,0.930811
4400.0,1.013573
2800.0,0.945377
700.0,0.990695
2100.0,1.041257
1400.0,1.000313
800.0,1.011447
4400.0,0.972779
2200.0,1.001648
4900.0,0.954016
3600.0,0.89657
4600.0,0.875704
3500.0,0.894708
3400.0,0.866168
3600.0,0.991443
4400.0,0.976106
1000.0,1.017854
600.0,1.076687
2500.0,1.039677
800.0,0.997418
1200.0,1.054777
1600.0,1.091378
2000.0,0.911277
900.0,0.937201
1600.0,0.888647
3300.0,0.896438
3100.0,0.899554
3800.0,0.906703
1700.0,1.026095
1800.0,1.083181
4500.0,0.936396
4900.0,0.972698
2900.0,0.965533
3800.0,1.009038
100.0,1.058303
2600.0,0.967019
4200.0,0.962341
2800.0,1.015948
3600.0,0.988565
500.0,0.916261
4300.0,0.995955
300.0,1.055695
300.0,1.054668
1400.0,1.07119
3600.0,0.942622
3600.0,0.913806
300.0,0.880957
3900.0,0.988202
2400.0,0.94624
400.0,1.055909
4000.0,0.970925
2800.0,1.007197
2400.0,0.931472
4400.0,0.887937
4900.0,0.867819
1300.0,1.016442
3400.0,0.995151
3300.0,0.989813
2400.0,1.043384
3000.0,1.013572
4400.0,0.896418
2400.0,1.000241
2600.0,0.87838
400.0,0.929953
3400.0,0.933958
3700.0,1.019759
1600.0,1.155192
900.0,1.255462
700.0,1.043687
3400.0,0.996368
3900.0,0.871835
4600.0,0.936936
1300.0,1.075147
100.0,1.064689
3100.0,1.025871
3100.0,1.06725
2400.0,1.020024
3200.0,1.007938
4100.0,1.014992
3100.0,1.034008
1200.0,0.900636
3200.0,1.037978
4600.0,0.951201
4400.0,0.979825
3200.0,0.876207
2700.0,0.915529
2300.0,1.006814
1300.0,1.014276
3900.0,0.90212
4400.0,0.887935
3900.0,0.932921
2400.0,1.050287
3600.0,1.02895
3100.0,0.990017
3700.0,1.011058
1400.0,0.894493
2300.0,0.873807
4400.0,0.884595
3900.0,0.931607
3600.0,0.952012
2700.0,0.975998
2200.0,1.049353
600.0,1.07122
3400.0,0.990564
3500.0,0.898878
1800.0,1.037762
700.0,0.972315
1700.0,1.05548
1500.0,0.894388
2300.0,0.931153
600.0,0.920238
3500.0,0.878373
2400.0,0.958458
4400.0,0.90955
2400.0,0.955766
400.0,0.876838
3300.0,0.864752
1600.0,0.920731
500.0,0.956489
4600.0,0.878994
2700.0,0.882779
1800.0,1.040383
1900.0,0.886485
800.0,0.976912
4200.0,0.973543
3100.0,1.04248
4800.0,0.920557
3400.0,0.982076
1700.0,1.045214
4100.0,0.920506
4300.0,1.003434
1800.0,1.079877
2500.0,0.93375
2900.0,0.980461
4100.0,0.930891
4200.0,0.857823
1000.0,1.048338
4500.0,0.877773
900.0,0.900401
4200.0,0.927159
3300.0,0.887223
700.0,0.952053
200.0,1.062046
800.0,0.923919
4700.0,0.910951
4400.0,0.936396
1400.0,1.0681
1500.0,0.911601
1600.0,1.03646
2800.0,1.033275
1500.0,1.086184
3100.0,1.017047
2600.0,0.962799
2600.0,1.021559
2100.0,1.059087
2400.0,1.018967
2900.0,1.01291
4600.0,0.860602
800.0,0.919237
3400.0,0.861361
4900.0,0.97858
1900.0,0.881865
4100.0,0.869466
3000.0,0.985876
4300.0,0.867599
500.0,0.897678
300.0,1.05258
4800.0,0.873401
3500.0,1.058698
4800.0,0.916946
1700.0,0.933131
4100.0,0.956424
3400.0,0.953765
1000.0,1.050325
500.0,1.10652
500.0,1.08227
4100.0,0.895354
2600.0,0.959783
1300.0,1.100324
2900.0,0.998829
3500.0,0.879489
1600.0,1.014301
1400.0,1.040598
3600.0,0.896162
1500.0,0.883175
3600.0,0.868031
4900.0,0.878925
2100.0,0.889588
2200.0,0.997077
2000.0,1.044057
2700.0,0.938763
200.0,1.052897
3400.0,0.863002
3600.0,0.912604
3600.0,0.9435
300.0,0.872645
2900.0,0.899043
900.0,0.936123
3100.0,0.865897
4200.0,0.930239
4900.0,0.895969
2100.0,1.036692
3800.0,1.01189
1800.0,1.04599
1800.0,1.023494
1500.0,0.875807
2600.0,0.915654
1500.0,1.053558
3100.0,0.863978
3100.0,0.931503
3200.0,0.984169
4200.0,0.95103
100.0,1.36668
4700.0,0.87386
300.0,0.873176
4400.0,0.870126
3800.0,0.892741
700.0,1.010761
2400.0,1.015673
2800.0,1.059789
2900.0,0.916894
900.0,0.872961
1600.0,0.967524
4000.0,0.87715
2600.0,0.950304
1200.0,1.028963
4100.0,0.935772
4600.0,0.866057
800.0,1.031268
1700.0,1.079245
1000.0,0.953268
3600.0,0.996582
4800.0,0.920906
4600.0,0.871994
3700.0,0.90959
900.0,1.019113
2700.0,0.973944
4900.0,0.968739
1000.0,1.051905
4300.0,0.902539
2900.0,0.872109
3900.0,0.878066
1300.0,1.049307
1300.0,0.856586
3000.0,0.865409
2300.0,0.959615
1900.0,0.874563
300.0,0.868598
100.0,0.976094
4000.0,1.006493
700.0,1.006379
300.0,1.055906
1800.0,1.064041
1900.0,0.942214
200.0,1.066197
1700.0,0.868676
2100.0,0.991115
2800.0,0.988643
1200.0,1.059629
2900.0,0.958353
3200.0,1.002723
1000.0,1.039552
4900.0,0.98952
4800.0,0.98739
4800.0,0.997113
4600.0,0.899049
500.0,0.963736
600.0,1.064668
500.0,1.047573
3900.0,0.858503
700.0,0.918725
4500.0,0.972867
3200.0,1.020865
1900.0,1.041741
3900.0,1.030319
3700.0,0.976679
400.0,1.048446
2400.0,1.00451
1000.0,1.036261
100.0,1.339153
2600.0,1.021517
1100.0,1.022511
600.0,1.074073
4400.0,0.923452
2600.0,0.918026
1600.0,0.910472
4300.0,0.861894
2400.0,1.02032
800.0,1.060328
1200.0,1.060334
2300.0,1.0317
1600.0,1.044823
2300.0,0.966808
2600.0,1.037076
1900.0,0.978928
400.0,0.851305
3500.0,1.024312
4100.0,1.001503
3700.0,0.88445
500.0,0.935301
900.0,0.906395
3200.0,0.913464
3900.0,0.890117
4200.0,0.958355
3700.0,1.022676
4200.0,0.963691
1600.0,1.047918
1200.0,1.072002
1700.0,1.045302
4800.0,0.864982
1700.0,1.0043
2400.0,1.039344
4600.0,0.980811
300.0,1.053492
4500.0,1.013005
4100.0,0.943193
4700.0,0.90458
900.0,1.030639
2100.0,0.897744
3300.0,0.930251
1200.0,1.040803
4700.0,0.93595
1000.0,0.929424
2200.0,0.871276
100.0,0.891839
3100.0,0.892321
3200.0,0.890047
4000.0,0.923492
200.0,0.88949
1300.0,0.97141
4200.0,1.006109
2600.0,1.086216
3700.0,1.015009
4100.0,0.896857
2800.0,0.906688
4000.0,0.952007
2500.0,0.966498
3000.0,1.027895
1700.0,0.931692
1200.0,0.903719
1700.0,1.01829
800.0,1.042554
1600.0,1.086597
1700.0,1.009226
2500.0,1.046604
800.0,1.023186
800.0,1.049525
2200.0,0.955489
4000.0,0.968047
4800.0,0.907879
1200.0,1.041423
1800.0,1.051285
4300.0,0.883919
3900.0,1.004348
3500.0,0.982394
1300.0,1.055657
1500.0,0.910236
4200.0,0.87352
100.0,1.299908
4800.0,0.864668
700.0,0.949054
1000.0,0.99076
2600.0,0.987468
100.0,1.065247
800.0,1.034101
1900.0,1.042508
400.0,1.048232
2000.0,0.992792
1900.0,1.044677
1600.0,1.096766
2800.0,1.012938
1500.0,0.900408
1100.0,0.879101
2100.0,0.892529
900.0,0.937953
1400.0,0.879756
1700.0,0.877872
4100.0,0.999262
3000.0,1.016696
100.0,1.085892
3300.0,0.965063
4300.0,0.92965
4500.0,1.011292
3400.0,0.913175
4000.0,0.942635
1800.0,1.060124
1500.0,1.077755
3400.0,1.014382
1200.0,0.977672
3400.0,0.880146
4400.0,1.028433
2000.0,0.976272
2200.0,1.044154
4000.0,0.965811
4500.0,0.954566
4400.0,0.980611
200.0,1.072056
4400.0,1.037314
300.0,1.117769
2500.0,0.877545
1900.0,0.916475
2100.0,0.883232
700.0,0.919031
4700.0,0.85557
4200.0,0.877642
2000.0,0.89989
1200.0,1.04861
4500.0,0.920876
3300.0,0.910998
4400.0,0.961901
600.0,1.078585
2500.0,1.002026
4600.0,0.995978
4400.0,0.960865
2700.0,1.006321
3900.0,0.886039
4900.0,0.891223
1600.0,1.046144
2300.0,0.917386
800.0,0.942358
400.0,0.97481
700.0,0.924589
2800.0,0.87436
4400.0,0.887819
2600.0,1.036886
600.0,1.036701
3300.0,0.924742
3900.0,0.87794
1500.0,1.045864
900.0,0.935456
4100.0,0.856723
4200.0,0.882059
100.0,1.037409
3600.0,0.873486
2100.0,0.884486
2300.0,0.989841
3400.0,1.023551
4400.0,0.892545
1400.0,1.026955
3800.0,0.995639
3200.0,0.930826
700.0,0.922722
1700.0,0.964251
3900.0,0.942873
4900.0,0.989107
2300.0,0.927556
4700.0,0.866223
2600.0,1.031792
2100.0,0.924446
100.0,1.06568
3500.0,0.867367
1100.0,0.972499
2900.0,0.86356
4400.0,1.017713
1400.0,1.045367
3500.0,0.882415
4300.0,0.866898
2900.0,0.931999
1500.0,1.075171
500.0,1.045507
4300.0,0.89438
2100.0,0.945542
4700.0,0.953349
1200.0,1.081461
1100.0,1.054264
4100.0,0.897362
3700.0,0.924617
700.0,1.010204
1500.0,0.871011
2300.0,0.946212
1600.0,0.926573
2900.0,0.889378
3900.0,0.899217
1500.0,1.031835
2400.0,1.089214
3800.0,1.019177
1800.0,1.051767
3100.0,1.052749
1100.0,1.007671
1900.0,0.974405
2000.0,1.042585
1600.0,1.048675
1400.0,0.951218
200.0,1.077284
1000.0,1.090829
800.0,1.062292
1100.0,1.055338
2000.0,0.980575
3900.0,0.917244
400.0,1.082933
100.0,1.063201
2600.0,0.962983
1900.0,1.057091
1900.0,1.071157
1500.0,0.960125
2800.0,1.005689
3200.0,0.972166
3200.0,0.914818
800.0,0.993135
1000.0,1.064818
2000.0,1.053417
2500.0,0.992383
4700.0,0.872812
2400.0,0.991482
2400.0,0.982984
100.0,0.914344
4300.0,0.992586
2300.0,1.038834
3000.0,0.907767
3800.0,0.863253
2900.0,0.947846
3500.0,1.043362
300.0,0.849716
4800.0,1.011884
200.0,1.155612
3500.0,0.911488
900.0,1.063606
600.0,1.080277
3600.0,1.007998
4200.0,0.930987
700.0,1.070237
4700.0,0.986397
4300.0,1.040989
1400.0,1.06659
1100.0,1.002619
1400.0,1.056305
3000.0,1.001493
2200.0,1.038765
4900.0,1.004828
2900.0,0.960207
4600.0,0.998136
1100.0,1.046565
3700.0,1.018295
500.0,1.00612
2600.0,1.035485
4400.0,0.873772
700.0,0.93185
2100.0,0.875381
2000.0,0.99496
2200.0,1.040768
3900.0,0.888372
1100.0,1.047112
2300.0,0.901624
1500.0,1.094116
900.0,1.036554
800.0,1.015129
2500.0,1.009804
3100.0,0.902856
3600.0,1.018715
1500.0,1.073419
2700.0,1.000328
2100.0,1.049922
900.0,1.06658
3900.0,0.960566
3100.0,0.97536
3300.0,1.026248
800.0,1.037889
600.0,0.851308
3800.0,1.008708
1300.0,1.060686
2000.0,0.997532
2700.0,1.043803
4800.0,0.902718
4600.0,0.952249
3600.0,1.019704
1400.0,1.082594
4400.0,0.94716
1100.0,1.061992
2200.0,1.024163
2900.0,1.042464
4200.0,0.989212
1700.0,1.053591
3900.0,0.899679
3300.0,1.025298
4800.0,0.956555
1500.0,0.932035
2800.0,0.894223
4000.0,0.917375
3700.0,0.940234
1000.0,1.056637
1200.0,1.068219
600.0,1.004796
1400.0,1.060026
4800.0,0.926278
3200.0,0.938624
3900.0,1.025099
3700.0,0.974616
900.0,1.056551
1100.0,1.073311
3800.0,0.88092
4300.0,0.991459
1100.0,1.068531
4800.0,0.89686
4200.0,0.864394
2500.0,0.942274
1900.0,1.035844
3700.0,0.975512
2100.0,1.027288
1900.0,0.958954
3000.0,0.973414
1100.0,0.965581
2600.0,0.993433
3000.0,1.008593
1000.0,1.047729
4900.0,0.918748
3700.0,0.983109
3300.0,0.99632
4600.0,0.937635
2300.0,1.011051
4400.0,1.00726
2300.0,1.015919
600.0,0.883013
4800.0,0.964547
200.0,1.072471
3800.0,0.935329
1600.0,1.058873
4600.0,1.002918
1400.0,0.890408
900.0,0.904114
4100.0,0.946551
2500.0,1.043343
3000.0,0.913329
3000.0,1.046772
4200.0,0.955788
2400.0,0.928366
4600.0,1.029261
2900.0,0.922931
4600.0,0.919085
3400.0,0.921211
2100.0,1.06138
3100.0,0.93997
200.0,1.116525
4500.0,0.89473
4800.0,0.986537
3700.0,0.87629
4300.0,0.942233
4500.0,0.918808
4200.0,0.945333
2100.0,1.026394
100.0,1.322475
2400.0,0.923901
1200.0,1.059252
1800.0,0.962766
100.0,1.355644
3500.0,1.019187
2900.0,0.876891
3700.0,1.035284
2900.0,1.025786
1400.0,1.048324
4500.0,1.02254
1200.0,1.030007
3200.0,1.024109
3100.0,1.034459
1900.0,1.038991
2800.0,0.877283
2800.0,0.952395
2500.0,1.033762
3000.0,0.911181
4000.0,0.948211
2500.0,1.04673
3400.0,1.006756
200.0,1.156181
800.0,1.071607
100.0,1.07653
3500.0,1.000022
1800.0,1.043875
3700.0,0.94995
3300.0,1.073349
2700.0,0.920517
2200.0,1.039036
900.0,0.903688
3300.0,0.92366
4300.0,1.035034
2600.0,1.030374
4000.0,0.872445
1900.0,0.965495
3500.0,1.010135
100.0,1.073926
1600.0,1.056501
3600.0,0.933125
2600.0,0.926469
1900.0,1.063487
2400.0,1.002418
3500.0,0.863498
4600.0,0.970697
2400.0,0.98809
3300.0,0.997773
3300.0,0.907158
1300.0,1.064214
1000.0,1.037086
4400.0,0.989381
3500.0,0.968165
2700.0,1.037693
2900.0,1.03455
4400.0,0.991751
3500.0,0.8711
200.0,1.072256
1500.0,0.886029
4000.0,0.883328
2600.0,1.033298
4500.0,0.983077
1600.0,1.052974
4400.0,0.900927
1300.0,1.069662
1100.0,1.041332
4700.0,0.913855
1400.0,1.072119
2300.0,1.001269
4800.0,1.011206
1400.0,1.051773
500.0,0.877299
3100.0,0.959743
2800.0,1.031708
2900.0,0.988109
3300.0,0.931402
4100.0,0.958953
1800.0,1.040672
4500.0,0.970775
3100.0,0.927994
100.0,1.078824
800.0,1.074321
4800.0,0.896829
3500.0,0.873356
1100.0,0.980483
3200.0,0.866598
1200.0,1.002177
4000.0,0.908877
4200.0,1.001513
2400.0,1.030531
400.0,1.049757
3200.0,0.870878
1700.0,0.967967
2500.0,0.965559
400.0,0.902325
4300.0,0.94888
3700.0,0.923296
600.0,1.042046
3900.0,1.000523
4800.0,0.872925
4000.0,0.909115
1000.0,0.925131
4800.0,0.873776
4200.0,0.888951
800.0,0.968027
3400.0,1.008855
800.0,1.069465
1700.0,0.942006
1400.0,1.045741
3000.0,0.926264
900.0,0.902181
1200.0,0.890816
600.0,0.90015
1500.0,0.926162
2200.0,0.880676
4600.0,0.907229
1300.0,0.925534
2500.0,0.862808
3800.0,0.964537
1200.0,1.009427
4400.0,1.004201
700.0,1.045611
2300.0,1.009561
4100.0,0.970338
600.0,0.93209
1600.0,1.000313
300.0,0.870332
1800.0,1.050418
1900.0,0.944395
4300.0,0.912905
3800.0,0.999537
700.0,1.066564
1900.0,1.065615
800.0,1.053616
200.0,0.890751
3600.0,1.029806
2500.0,0.914901
2100.0,0.90402
2400.0,0.969128
3000.0,1.040486
3900.0,0.873693
4400.0,0.894162
4100.0,0.919845
300.0,0.891364
1300.0,1.021178
3400.0,0.924255
2400.0,0.950961
1500.0,1.030708
1200.0,1.053228
4000.0,0.970359
3700.0,0.929174
3000.0,0.994278
2000.0,1.073597
4100.0,1.01735
4500.0,0.975727
1700.0,0.870917
3000.0,0.892798
100.0,1.09234
1200.0,0.925864
2900.0,0.945353
2400.0,0.954835
4800.0,0.963266
1800.0,1.026305
4000.0,0.965911
4800.0,0.873626
4200.0,0.878093
2800.0,0.884182
3600.0,0.880233
3200.0,0.967265
2200.0,1.05688
1000.0,1.073803
900.0,1.078603
2300.0,1.030301
1800.0,1.005103
3100.0,0.945519
3400.0,0.930763
3400.0,0.918288
3400.0,0.930696
3000.0,1.003983
1800.0,1.036253
2200.0,1.057542
4400.0,0.961867
2000.0,1.083127
4800.0,0.981833
1500.0,1.044171
4100.0,0.950166
4300.0,1.009592
1400.0,1.082607
3500.0,0.892675
100.0,0.983161
1300.0,0.930541
2600.0,1.009875
1300.0,1.031033
2300.0,1.018887
300.0,0.888378
4400.0,1.001718
2600.0,0.995912
1800.0,1.041494
4600.0,0.950045
1100.0,1.081479
3900.0,0.96023
2900.0,0.867695
3000.0,0.971865
3600.0,1.010667
1600.0,1.003367
4700.0,0.935192
1500.0,1.063875
800.0,1.085628
3800.0,1.020636
800.0,1.043952
900.0,1.061566
3100.0,0.867747
400.0,0.998619
4900.0,0.856597
1900.0,0.89804
3500.0,0.869145
3600.0,0.964409
3400.0,0.934721
3100.0,1.035215
1700.0,1.063399
2500.0,1.023069
1700.0,1.056438
1800.0,1.045359
600.0,1.072745
1000.0,0.885513
3600.0,0.866184
1300.0,1.026226
3200.0,0.862806
3700.0,0.942816
1200.0,0.945367
3000.0,0.954387
4000.0,0.913892
2700.0,1.052261
2500.0,0.976295
4800.0,0.948869
3700.0,0.876129
4600.0,0.914958
200.0,0.895364
1400.0,0.911554
1600.0,0.914907
900.0,0.909914
3800.0,0.920336
900.0,1.05356
1000.0,1.065049
3700.0,0.961887
2600.0,0.95428
300.0,1.054104
200.0,1.06037
100.0,1.101949
3800.0,1.01448
1500.0,1.032159
4400.0,0.968111
2600.0,0.907996
200.0,0.856937
900.0,0.911151
2300.0,0.947882
4800.0,0.934763
900.0,0.928498
4900.0,0.874393
2200.0,0.978245
1500.0,1.041712
1400.0,1.06733
3900.0,0.98433
600.0,0.968459
300.0,1.054954
3200.0,0.99596
1200.0,1.09565
4900.0,0.941571
1400.0,1.008237
800.0,0.90243
4600.0,0.890863
900.0,0.931371
2400.0,0.919916
3700.0,1.012215
600.0,1.078125
2000.0,1.014967
1000.0,1.066313
3000.0,0.989401
800.0,1.093047
400.0,1.049765
2700.0,0.989444
1500.0,0.959893
1200.0,0.935948
1400.0,1.034504
4600.0,0.871633
4500.0,0.964064
900.0,1.045631
4400.0,0.886565
700.0,1.020793
700.0,1.088647
400.0,1.09854
3100.0,1.078349
3800.0,0.974124
3500.0,0.89785
1100.0,1.043254
2300.0,0.962118
1000.0,1.059523
2700.0,1.053797
2100.0,1.049007
500.0,1.049217
2000.0,0.958271
3000.0,1.028627
2000.0,1.032551
300.0,1.050193
4900.0,0.964669
100.0,1.099717
4900.0,0.975363
4300.0,0.959303
900.0,1.009505
1800.0,1.015144
1200.0,1.034813
4700.0,0.892648
1300.0,1.085045
3700.0,1.015814
3200.0,0.985273
3500.0,0.972986
1300.0,1.070581
